timestamp,call_sign,country,distance,altitude,climbing_rate,latitude,longitude,velocidade,tipo
2024-12-19 06:41:02 UTC,SRR6646 ,Denmark,8698.7,0,-3.6,41.2435,-8.6801,256.788,0
2024-12-19 06:41:02 UTC,AEA72CG ,Spain,43165,2933.7,-7.8,40.9334,-8.2646,444.6,0
2024-12-19 06:41:02 UTC,TAP452  ,Portugal,23625.6,1783.08,12.7,41.377,-8.6881,450.756,0
2024-12-19 06:41:02 UTC,EJU63KB ,Austria,10260.6,251.46,14.3,41.2574,-8.6836,273.852,0
2024-12-19 06:41:02 UTC,"",Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:41:02 UTC,N77VA   ,United States,7802.6,0,n.a.,41.2354,-8.681,11.124,0
2024-12-19 06:42:02 UTC,EJU63KB ,Austria,15488.8,838.2,8.8,41.3036,-8.696,388.62,0
2024-12-19 06:42:02 UTC,AEA72CG ,Spain,36636.2,2476.5,-7.2,40.9459,-8.3513,447.48,0
2024-12-19 06:42:02 UTC,TAP452  ,Portugal,31223.2,2674.62,14.3,41.4451,-8.6758,461.52,0
2024-12-19 06:42:02 UTC,N77VA   ,United States,7618.7,0,n.a.,41.2338,-8.6794,12.024,0
2024-12-19 06:42:02 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:43:01 UTC,TAP27WP ,Portugal,47814.8,10264.14,-0.3,41.3676,-8.1862,748.224,0
2024-12-19 06:43:01 UTC,AEA72CG ,Spain,30360.8,2026.92,-7.5,40.9591,-8.4398,447.12,0
2024-12-19 06:43:01 UTC,TAP452  ,Portugal,39234.3,3421.38,13.7,41.5167,-8.663,495.036,0
2024-12-19 06:43:01 UTC,EJU63KB ,Austria,21610,1684.02,18.2,41.3584,-8.6542,525.56400000000008,0
2024-12-19 06:43:01 UTC,N77VA   ,United States,7606.9,0,n.a.,41.2337,-8.6792,7.416,0
2024-12-19 06:43:01 UTC,RYR529  ,Ireland,7737.6,0,n.a.,41.2349,-8.6736,3.708,0
2024-12-19 06:43:01 UTC,RYR89UJ ,Ireland,8328.1,0,n.a.,41.2402,-8.673,0,0
2024-12-19 06:44:05 UTC,TAP27WP ,Portugal,40716.9,10271.76,-0.3,41.2483,-8.218,744.58800000000008,0
2024-12-19 06:44:05 UTC,AEA72CG ,Spain,24597.4,1653.54,-4.2,40.9727,-8.533,421.308,0
2024-12-19 06:44:05 UTC,EJU63KB ,Austria,25221.1,2735.58,11.7,41.3646,-8.5355,572.436,0
2024-12-19 06:44:05 UTC,RYR652Z ,Ireland,11876.4,434.34,14.3,41.2717,-8.6877,265.03200000000004,0
2024-12-19 06:44:05 UTC,TAP452  ,Portugal,48440.1,4366.26,15.0,41.5987,-8.6483,521.49600000000009,0
2024-12-19 06:44:05 UTC,N77VA   ,United States,7603.1,0,n.a.,41.2337,-8.6775,3.708,0
2024-12-19 06:44:05 UTC,RYR529  ,Ireland,7737.3,0,n.a.,41.2349,-8.6738,3.708,0
